Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
Chlorodiphenyl (54% Chlorine),D020111,11097-69-1,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.83,1
schizandrin B,C015499,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.83,1
beta-methylcholine,C044887,7562-87-0,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.83,1
Tretinoin,D014212,302-79-4,Phenylketonurias,MESH:D010661,,PAH|QDPR,4.82,2
Ascorbic Acid,D001205,50-81-7,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.81,1
Potassium Dichromate,D011192,7778-50-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.81,1
kojic acid,C011890,501-30-4,Phenylketonurias,MESH:D010661,,PAH,4.81,1
chrysene,C031180,218-01-9,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.80,1
fluoranthene,C007738,206-44-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.80,1
JP8 aviation fuel,C098607,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.80,1
Zinc Sulfate,D019287,7733-02-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.80,1
"lipopolysaccharide, E coli O55-B5",C482199,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.80,1
Selenium,D012643,7782-49-2,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.79,1
Methyltestosterone,D008777,58-18-4,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.79,1
Zinc,D015032,7440-66-6,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.78,1
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.78,1
nefazodone,C051752,83366-66-9,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.78,1
K 7174,C410337,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.77,1
ICG 001,C492448,,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.76,1
"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.76,1
tributyltin,C011559,688-73-3,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.76,1
Cyclosporine,D016572,59865-13-3,Phenylketonurias,MESH:D010661,,PAH|QDPR,4.76,2
naphthalene,C031721,91-20-3,Phenylketonurias,MESH:D010661,,PAH,4.76,1
Lead,D007854,7439-92-1,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.75,1
Cacodylic Acid,D002101,75-60-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.75,1
Hexachlorocyclohexane,D001556,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.75,1
Tungsten,D014414,7440-33-7,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.75,1
"lipopolysaccharide, E coli O55-B5",C482199,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.75,1
sodium bichromate,C016104,10588-01-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.74,1
Tunicamycin,D014415,11089-65-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.74,1
"3,4,3',4'-tetrachlorobiphenyl",C028451,,Phenylketonurias,MESH:D010661,,PAH,4.74,1
schizandrin B,C015499,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.73,1
"Asbestos, Crocidolite",D017638,12001-28-4,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.72,1
Ethyl Methanesulfonate,D005020,62-50-0,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.72,1
Clofibrate,D002994,637-07-0,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.71,1
K 7174,C410337,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.71,1
Ketolides,D048628,,Phenylketonurias,MESH:D010661,,PAH,4.71,1
tesaglitazar,C501413,,Phenylketonurias,MESH:D010661,,PAH,4.71,1
Tamoxifen,D013629,10540-29-1,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.70,1
ICG 001,C492448,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.70,1
estradiol 3-benzoate,C074283,50-50-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.69,1
Flavonoids,D005419,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.69,1
Decitabine,D000077209,2353-33-5,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.69,1
Lactic Acid,D019344,50-21-5,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.68,1
Temozolomide,D000077204,85622-93-1,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.68,1
Parathion,D010278,56-38-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.68,1
Tunicamycin,D014415,11089-65-9,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.68,1
Beclomethasone,D001507,4419-39-0,Phenylketonurias,MESH:D010661,,PAH,4.68,1
"erucylphospho-N,N,N-trimethylpropylammonium",C472787,,Phenylketonurias,MESH:D010661,,QDPR,4.68,1
schizandrin B,C015499,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.67,1
Soman,D012999,96-64-0,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.67,1
"2,6-dinitrotoluene",C023514,606-20-2,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.66,1
"2,4-dinitrotoluene",C016403,121-14-2,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.65,1
pentabrominated diphenyl ether 100,C517827,,Phenylketonurias,MESH:D010661,,QDPR,4.65,1
Methylcholanthrene,D008748,56-49-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.64,1
Smoke,D012906,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.64,1
Triclosan,D014260,3380-34-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.64,1
Sodium Fluoride,D012969,7681-49-4,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.64,1
Ethinyl Estradiol,D004997,57-63-6,Phenylketonurias,MESH:D010661,,PAH|QDPR,4.64,2
nimesulide,C012655,51803-78-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.63,1
"4,4'-diaminodiphenylmethane",C009505,101-77-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.63,1
Temozolomide,D000077204,85622-93-1,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.63,1
Carbamazepine,D002220,298-46-4,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.63,1
Clobetasol,D002990,25122-41-2,Phenylketonurias,MESH:D010661,,QDPR,4.63,1
Clozapine,D003024,5786-21-0,Phenylketonurias,MESH:D010661,,QDPR,4.63,1
Diethylhexyl Phthalate,D004051,117-81-7,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.62,1
perfluorooctanoic acid,C023036,335-67-1,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.62,1
nickel chloride,C022838,7718-54-9,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.62,1
Succimer,D004113,304-55-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.62,1
1-Methyl-4-phenylpyridinium,D015655,48134-75-4,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.62,1
acetamide,C030686,60-35-5,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.61,1
benz(a)anthracene,C030935,56-55-3,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.60,1
Magnetite Nanoparticles,D058185,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.60,1
Nicotine,D009538,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.60,1
ICG 001,C492448,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.60,1
Methionine,D008715,63-68-3,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.60,1
"2,6-dinitrotoluene",C023514,606-20-2,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.60,1
Methotrexate,D008727,59-05-2,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.59,1
Choline,D002794,62-49-7,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.59,1
Hydrogen Peroxide,D006861,7722-84-1,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.58,1
decabromobiphenyl ether,C010902,1163-19-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.58,1
Arsenic Trioxide,D000077237,1327-53-3,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.58,1
Lipopolysaccharides,D008070,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.58,1
Thioacetamide,D013853,62-55-5,Phenylketonurias,MESH:D010661,,PAH|QDPR,4.58,2
Fenretinide,D017313,65646-68-6,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.57,1
vinylidene chloride,C029297,75-35-4,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.57,1
Vorinostat,D000077337,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.57,1
dimethyl phthalate,C024629,131-11-3,Phenylketonurias,MESH:D010661,,PAH,4.57,1
Clofibrate,D002994,637-07-0,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.56,1
Troglitazone,D000077288,97322-87-7,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.56,1
Diethylstilbestrol,D004054,56-53-1,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.55,1
Cadmium,D002104,7440-43-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.55,1
Fulvestrant,D000077267,129453-61-8,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.55,1
Leflunomide,D000077339,75706-12-6,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.55,1
benzo(k)fluoranthene,C022921,207-08-9,Phenylketonurias,MESH:D010661,,PAH,4.55,1
Ionomycin,D015759,56092-81-0,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.54,1
Flutamide,D005485,13311-84-7,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.54,1
ICG 001,C492448,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.54,1
Lead,D007854,7439-92-1,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.54,1
Triclosan,D014260,3380-34-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.53,1
hexabromocyclododecane,C089796,25637-99-4,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.53,1
cobaltous chloride,C018021,7646-79-9,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.52,1
beta-methylcholine,C044887,7562-87-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.52,1
Fenretinide,D017313,65646-68-6,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.52,1
benzo(b)fluoranthene,C006703,205-99-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.51,1
Diazinon,D003976,333-41-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.51,1
Pregnenolone Carbonitrile,D011285,1434-54-4,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.51,1
"Asbestos, Crocidolite",D017638,12001-28-4,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.51,1
Flavonoids,D005419,,Phenylketonurias,MESH:D010661,,QDPR,4.51,1
Diethylnitrosamine,D004052,55-18-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.50,1
Rotenone,D012402,83-79-4,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.50,1
Tetradecanoylphorbol Acetate,D013755,16561-29-8,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.49,1
manganese chloride,C025340,7773-01-5,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.49,1
Tamoxifen,D013629,10540-29-1,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.49,1
Azathioprine,D001379,446-86-6,Phenylketonurias,MESH:D010661,,PAH,4.49,1
Isoproterenol,D007545,7683-59-2,Phenylketonurias,MESH:D010661,,QDPR,4.49,1
Ammonium Chloride,D000643,12125-02-9,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.48,1
Dibutyl Phthalate,D003993,84-74-2,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.48,1
methidathion,C005828,950-37-8,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.48,1
nefazodone,C051752,83366-66-9,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.48,1
Rosiglitazone,D000077154,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.48,1
arsenite,C015001,15502-74-6,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.48,1
Triclosan,D014260,3380-34-5,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.48,1
dicyclohexyl phthalate,C036042,84-61-7,Phenylketonurias,MESH:D010661,,PAH,4.48,1
glycidol,C004312,556-52-5,Phenylketonurias,MESH:D010661,,PAH,4.48,1
Endosulfan,D004726,115-29-7,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.47,1
"4,4'-diaminodiphenylmethane",C009505,101-77-9,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.47,1
"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",D015123,55097-80-8,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.47,1
Temozolomide,D000077204,85622-93-1,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.47,1
alpha-pinene,C005451,80-56-8,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.46,1
decamethrin,C017180,52820-00-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.46,1
methacrylaldehyde,C039175,78-85-3,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.46,1
acetamide,C030686,60-35-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.46,1
Methapyrilene,D008701,91-80-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.46,1
cobaltous chloride,C018021,7646-79-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.46,1
Warfarin,D014859,81-81-2,Phenylketonurias,MESH:D010661,,PAH,4.46,1
propiconazole,C045950,60207-90-1,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.45,1
tributyltin,C011559,688-73-3,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.45,1
Volatile Organic Compounds,D055549,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.45,1
Testosterone,D013739,58-22-0,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.45,1
"1,2,5,6-dibenzanthracene",C026486,53-70-3,Phenylketonurias,MESH:D010661,,PAH,4.45,1
chrysene,C031180,218-01-9,Phenylketonurias,MESH:D010661,,PAH,4.44,1
Quercetin,D011794,117-39-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.43,1
Propylthiouracil,D011441,51-52-5,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.43,1
monomethyl phthalate,C517284,,Phenylketonurias,MESH:D010661,,PAH,4.43,1
vinclozolin,C025643,50471-44-8,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.42,1
tert-Butylhydroperoxide,D020122,75-91-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.42,1
Antirheumatic Agents,D018501,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.42,1
Ammonium Chloride,D000643,12125-02-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.42,1
CGP 52608,C092451,87958-67-6,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.40,1
acetamide,C030686,60-35-5,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.40,1
Diethylhexyl Phthalate,D004051,117-81-7,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.40,1
vinylidene chloride,C029297,75-35-4,Phenylketonurias,MESH:D010661,,QDPR,4.40,1
triptonide,C084079,38647-11-9,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.39,1
"2,2',4,4'-tetrabromodiphenyl ether",C511295,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.39,1
Rotenone,D012402,83-79-4,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.39,1
ethylene dichloride,C024565,107-06-2,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.39,1
Tetracycline,D013752,60-54-8,Phenylketonurias,MESH:D010661,,PAH,4.39,1
Acrolein,D000171,107-02-8,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.38,1
Decitabine,D000077209,2353-33-5,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.38,1
sodium bichromate,C016104,10588-01-9,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.38,1
Flutamide,D005485,13311-84-7,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.38,1
Quercetin,D011794,117-39-5,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.38,1
Soman,D012999,96-64-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.37,1
Ivermectin,D007559,70288-86-7,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.37,1
hexabromocyclododecane,C089796,25637-99-4,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.37,1
Curcumin,D003474,458-37-7,Phenylketonurias,MESH:D010661,,PAH,4.37,1
lead acetate,C008261,301-04-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.36,1
vinclozolin,C025643,50471-44-8,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.36,1
Fenretinide,D017313,65646-68-6,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.36,1
Copper Sulfate,D019327,7758-98-7,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.35,1
Ethyl Methanesulfonate,D005020,62-50-0,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.35,1
nickel monoxide,C028007,1313-99-1,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.35,1
(+)-JQ1 compound,C561695,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.35,1
"1,3-butadiene",C031763,106-99-0,Phenylketonurias,MESH:D010661,,PAH,4.35,1
trichostatin A,C012589,58880-19-6,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.34,1
Dronabinol,D013759,,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.34,1
Progesterone,D011374,57-83-0,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.34,1
Rotenone,D012402,83-79-4,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.34,1
Soot,D053260,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.33,1
Dibutyl Phthalate,D003993,84-74-2,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.33,1
Phenobarbital,D010634,50-06-6,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.33,1
"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.33,1
triptonide,C084079,38647-11-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.33,1
Methylmercury Compounds,D008767,,Phenylketonurias,MESH:D010661,,PAH,4.33,1
Ammonium Chloride,D000643,12125-02-9,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.32,1
Plant Extracts,D010936,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C",OMIM:261630,,QDPR,4.32,1
Aflatoxin B1,D016604,1162-65-8,Phenylketonurias,MESH:D010661,,PAH|QDPR,4.32,2
abrine,C496492,,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.31,1
Methyl Methanesulfonate,D008741,66-27-3,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.31,1
Silver,D012834,7440-22-4,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.31,1
dorsomorphin,C516138,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.31,1
sodium arsenite,C017947,13768-07-5,Phenylketonurias,MESH:D010661,,PAH|QDPR,4.31,2
"2,6-dinitrotoluene",C023514,606-20-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.30,1
Chlorodiphenyl (54% Chlorine),D020111,11097-69-1,Phenylketonurias,MESH:D010661,,QDPR,4.30,1
methyleugenol,C005223,93-15-2,Phenylketonurias,MESH:D010661,,PAH,4.30,1
Cadmium Chloride,D019256,10108-64-2,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.29,1
"2,4-dinitrotoluene",C016403,121-14-2,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.29,1
beta-Naphthoflavone,D019324,6051-87-2,Phenylketonurias,MESH:D010661,,PAH,4.29,1
Methylcholanthrene,D008748,56-49-5,Phenylketonurias,MESH:D010661,,PAH,4.29,1
Gentamicins,D005839,,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.28,1
pirinixic acid,C006253,50892-23-4,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.28,1
Oxaliplatin,D000077150,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.28,1
Acrylamide,D020106,79-06-1,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.28,1
Phenobarbital,D010634,50-06-6,"HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT",OMIM:617384,,DNAJC12,4.28,1
"lipopolysaccharide, E coli O55-B5",C482199,,Phenylketonurias,MESH:D010661,,QDPR,4.28,1
Lipopolysaccharides,D008070,,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.27,1
Topotecan,D019772,123948-87-8,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.27,1
"2,3',4,4',5-pentachlorobiphenyl",C070055,,Phenylketonurias,MESH:D010661,,PAH,4.27,1
Carbon Tetrachloride,D002251,56-23-5,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.26,1
Zinc,D015032,7440-66-6,"Hyperphenylalaninemia, BH4-Deficient, B",MESH:C562656,,GCH1,4.26,1
abrine,C496492,,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D",OMIM:264070,,PCBD1,4.26,1
